date,day_of_week,season_name,temp,humidity,precip,windspeed,cloudcover,sealevelpressure,solarradiation,visibility
2026-01-01,Thu,Winter,2.7416666666666667,83.5,0.0,14.458333333333334,73.5,1011.4,25.976,22.809353333333334
2026-01-02,Fri,Winter,1.8041666666666665,77.25,0.4,12.512500000000001,21.041666666666668,1006.6791666666667,32.4085,27.306386
2026-01-03,Sat,Winter,0.32916666666666666,73.5,0.0,12.620833333333332,2.625,1010.0500000000001,33.00266666666667,29.670357833333334
2026-01-04,Sun,Winter,-0.9833333333333334,76.625,0.0,9.366666666666667,11.75,1013.5791666666668,33.235166666666665,23.783765
2026-01-05,Mon,Winter,-1.3125,81.45833333333333,0.0,8.733333333333333,19.791666666666668,1013.3208333333333,33.75183333333333,23.2752695
2026-01-06,Tue,Winter,-1.1416666666666666,84.5,0.6000000000000001,10.495833333333334,59.708333333333336,1016.2458333333334,16.495166666666666,18.4801815
2026-01-07,Wed,Winter,2.9791666666666665,83.58333333333333,7.6,13.625,49.291666666666664,1005.4625,32.92516666666667,19.696967833333336
